stego_filename,subset,cover_filename,cover_category,cover_size_label,cover_format,payload_filename,payload_type,payload_size_class,lsb,expected_type,predicted_type,correct,status,runtime_seconds
High-Detail_2_L__rtf_medium__lsb2.png,core,High-Detail_2_L.png,High-Detail,L,png,P05.rtf,RTF,medium,2,RTF,RTF,1,ok,1.996580
High-Detail_2_L__rtf_medium__lsb3.png,core,High-Detail_2_L.png,High-Detail,L,png,P05.rtf,RTF,medium,3,RTF,RTF,1,ok,2.106356
High-Detail_2_L__rtf_small__lsb1.png,core,High-Detail_2_L.png,High-Detail,L,png,P05.rtf,RTF,small,1,RTF,RTF,1,ok,1.761922
High-Detail_2_L__rtf_small__lsb2.png,core,High-Detail_2_L.png,High-Detail,L,png,P05.rtf,RTF,small,2,RTF,RTF,1,ok,1.916475
High-Detail_2_L__rtf_small__lsb3.png,core,High-Detail_2_L.png,High-Detail,L,png,P05.rtf,RTF,small,3,RTF,RTF,1,ok,1.827727
High-Detail_2_L__xlsx_large__lsb2.png,core,High-Detail_2_L.png,High-Detail,L,png,P03.xlsx,XLSX,large,2,XLSX,XLSX,1,ok,1.906090
High-Detail_2_L__xlsx_large__lsb3.png,core,High-Detail_2_L.png,High-Detail,L,png,P03.xlsx,XLSX,large,3,XLSX,XLSX,1,ok,1.824643
High-Detail_2_L__xlsx_medium__lsb1.png,core,High-Detail_2_L.png,High-Detail,L,png,P03.xlsx,XLSX,medium,1,XLSX,XLSX,1,ok,1.883830
High-Detail_2_L__xlsx_medium__lsb2.png,core,High-Detail_2_L.png,High-Detail,L,png,P03.xlsx,XLSX,medium,2,XLSX,XLSX,1,ok,1.823944
High-Detail_2_L__xlsx_medium__lsb3.png,core,High-Detail_2_L.png,High-Detail,L,png,P03.xlsx,XLSX,medium,3,XLSX,XLSX,1,ok,2.008167
High-Detail_2_L__xlsx_small__lsb1.png,core,High-Detail_2_L.png,High-Detail,L,png,P03.xlsx,XLSX,small,1,XLSX,XLSX,1,ok,1.675170
High-Detail_2_L__xlsx_small__lsb2.png,core,High-Detail_2_L.png,High-Detail,L,png,P03.xlsx,XLSX,small,2,XLSX,XLSX,1,ok,1.805940
High-Detail_2_L__xlsx_small__lsb3.png,core,High-Detail_2_L.png,High-Detail,L,png,P03.xlsx,XLSX,small,3,XLSX,XLSX,1,ok,1.515609
Low-Detail_1_M__docx_large__lsb3.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P01.docx,DOCX,large,3,DOCX,DOCX,1,ok,0.832531
Low-Detail_1_M__docx_medium__lsb2.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P01.docx,DOCX,medium,2,DOCX,DOCX,1,ok,0.761696
Low-Detail_1_M__docx_medium__lsb3.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P01.docx,DOCX,medium,3,DOCX,DOCX,1,ok,0.775437
Low-Detail_1_M__docx_small__lsb1.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P01.docx,DOCX,small,1,DOCX,DOCX,1,ok,0.733009
Low-Detail_1_M__docx_small__lsb2.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P01.docx,DOCX,small,2,DOCX,DOCX,1,ok,0.811408
Low-Detail_1_M__docx_small__lsb3.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P01.docx,DOCX,small,3,DOCX,DOCX,1,ok,1.070516
Low-Detail_1_M__exe_large__lsb3.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P06.exe,EXE,large,3,EXE,EXE,1,ok,0.809904
Low-Detail_1_M__exe_medium__lsb2.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P06.exe,EXE,medium,2,EXE,EXE,1,ok,0.827682
Low-Detail_1_M__exe_medium__lsb3.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P06.exe,EXE,medium,3,EXE,EXE,1,ok,0.728562
Low-Detail_1_M__exe_small__lsb1.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P06.exe,EXE,small,1,EXE,EXE,1,ok,0.806343
Low-Detail_1_M__exe_small__lsb2.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P06.exe,EXE,small,2,EXE,EXE,1,ok,0.761473
Low-Detail_1_M__exe_small__lsb3.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P06.exe,EXE,small,3,EXE,EXE,1,ok,0.751978
Low-Detail_1_M__pdf_large__lsb3.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P02.pdf,PDF,large,3,PDF,PDF,1,ok,0.848887
Low-Detail_1_M__pdf_medium__lsb2.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P02.pdf,PDF,medium,2,PDF,PDF,1,ok,0.822590
Low-Detail_1_M__pdf_medium__lsb3.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P02.pdf,PDF,medium,3,PDF,PDF,1,ok,0.693518
Low-Detail_1_M__pdf_small__lsb1.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P02.pdf,PDF,small,1,PDF,PDF,1,ok,0.743518
Low-Detail_1_M__pdf_small__lsb2.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P02.pdf,PDF,small,2,PDF,PDF,1,ok,0.770017
Low-Detail_1_M__pdf_small__lsb3.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P02.pdf,PDF,small,3,PDF,PDF,1,ok,0.678858
Low-Detail_1_M__pptx_large__lsb3.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P04.pptx,PPTX,large,3,PPTX,PPTX,1,ok,0.789908
Low-Detail_1_M__pptx_medium__lsb2.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P04.pptx,PPTX,medium,2,PPTX,PPTX,1,ok,0.785516
Low-Detail_1_M__pptx_medium__lsb3.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P04.pptx,PPTX,medium,3,PPTX,PPTX,1,ok,0.946788
Low-Detail_1_M__pptx_small__lsb1.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P04.pptx,PPTX,small,1,PPTX,PPTX,1,ok,1.374405
Low-Detail_1_M__pptx_small__lsb2.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P04.pptx,PPTX,small,2,PPTX,PPTX,1,ok,1.018310
Low-Detail_1_M__pptx_small__lsb3.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P04.pptx,PPTX,small,3,PPTX,PPTX,1,ok,1.199924
Low-Detail_1_M__rtf_large__lsb3.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P05.rtf,RTF,large,3,RTF,RTF,1,ok,0.822229
Low-Detail_1_M__rtf_medium__lsb2.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P05.rtf,RTF,medium,2,RTF,RTF,1,ok,0.735718
Low-Detail_1_M__rtf_medium__lsb3.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P05.rtf,RTF,medium,3,RTF,RTF,1,ok,0.795431
Low-Detail_1_M__rtf_small__lsb1.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P05.rtf,RTF,small,1,RTF,RTF,1,ok,0.855823
Low-Detail_1_M__rtf_small__lsb2.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P05.rtf,RTF,small,2,RTF,RTF,1,ok,0.790843
Low-Detail_1_M__rtf_small__lsb3.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P05.rtf,RTF,small,3,RTF,RTF,1,ok,0.704952
Low-Detail_1_M__xlsx_large__lsb3.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P03.xlsx,XLSX,large,3,XLSX,XLSX,1,ok,0.780339
Low-Detail_1_M__xlsx_medium__lsb2.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P03.xlsx,XLSX,medium,2,XLSX,XLSX,1,ok,0.857432
Low-Detail_1_M__xlsx_medium__lsb3.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P03.xlsx,XLSX,medium,3,XLSX,XLSX,1,ok,0.857997
Low-Detail_1_M__xlsx_small__lsb1.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P03.xlsx,XLSX,small,1,XLSX,XLSX,1,ok,0.769124
Low-Detail_1_M__xlsx_small__lsb2.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P03.xlsx,XLSX,small,2,XLSX,XLSX,1,ok,0.723095
Low-Detail_1_M__xlsx_small__lsb3.bmp,core,Low-Detail_1_M.bmp,Low-Detail,M,bmp,P03.xlsx,XLSX,small,3,XLSX,XLSX,1,ok,0.751437
Low-Detail_2_L__docx_large__lsb2.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P01.docx,DOCX,large,2,DOCX,DOCX,1,ok,1.557875
Low-Detail_2_L__docx_large__lsb3.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P01.docx,DOCX,large,3,DOCX,DOCX,1,ok,1.694964
Low-Detail_2_L__docx_medium__lsb1.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P01.docx,DOCX,medium,1,DOCX,DOCX,1,ok,1.560443
Low-Detail_2_L__docx_medium__lsb2.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P01.docx,DOCX,medium,2,DOCX,DOCX,1,ok,1.566060
Low-Detail_2_L__docx_medium__lsb3.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P01.docx,DOCX,medium,3,DOCX,DOCX,1,ok,2.400891
Low-Detail_2_L__docx_small__lsb1.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P01.docx,DOCX,small,1,DOCX,DOCX,1,ok,1.728773
Low-Detail_2_L__docx_small__lsb2.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P01.docx,DOCX,small,2,DOCX,DOCX,1,ok,1.780271
Low-Detail_2_L__docx_small__lsb3.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P01.docx,DOCX,small,3,DOCX,DOCX,1,ok,1.699602
Low-Detail_2_L__exe_large__lsb2.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P06.exe,EXE,large,2,EXE,EXE,1,ok,1.652359
Low-Detail_2_L__exe_large__lsb3.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P06.exe,EXE,large,3,EXE,EXE,1,ok,1.802949
Low-Detail_2_L__exe_medium__lsb1.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P06.exe,EXE,medium,1,EXE,EXE,1,ok,1.588039
Low-Detail_2_L__exe_medium__lsb2.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P06.exe,EXE,medium,2,EXE,EXE,1,ok,1.743284
Low-Detail_2_L__exe_medium__lsb3.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P06.exe,EXE,medium,3,EXE,EXE,1,ok,1.583330
Low-Detail_2_L__exe_small__lsb1.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P06.exe,EXE,small,1,EXE,EXE,1,ok,1.648205
Low-Detail_2_L__exe_small__lsb2.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P06.exe,EXE,small,2,EXE,EXE,1,ok,1.648172
Low-Detail_2_L__exe_small__lsb3.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P06.exe,EXE,small,3,EXE,EXE,1,ok,1.651301
Low-Detail_2_L__pdf_large__lsb2.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P02.pdf,PDF,large,2,PDF,PDF,1,ok,1.763268
Low-Detail_2_L__pdf_large__lsb3.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P02.pdf,PDF,large,3,PDF,PDF,1,ok,1.321010
Low-Detail_2_L__pdf_medium__lsb1.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P02.pdf,PDF,medium,1,PDF,PDF,1,ok,1.639279
Low-Detail_2_L__pdf_medium__lsb2.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P02.pdf,PDF,medium,2,PDF,PDF,1,ok,1.534358
Low-Detail_2_L__pdf_medium__lsb3.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P02.pdf,PDF,medium,3,PDF,PDF,1,ok,1.548973
Low-Detail_2_L__pdf_small__lsb1.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P02.pdf,PDF,small,1,PDF,PDF,1,ok,1.746101
Low-Detail_2_L__pdf_small__lsb2.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P02.pdf,PDF,small,2,PDF,PDF,1,ok,1.567326
Low-Detail_2_L__pdf_small__lsb3.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P02.pdf,PDF,small,3,PDF,PDF,1,ok,1.589647
Low-Detail_2_L__pptx_large__lsb2.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P04.pptx,PPTX,large,2,PPTX,PPTX,1,ok,1.765054
Low-Detail_2_L__pptx_large__lsb3.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P04.pptx,PPTX,large,3,PPTX,PPTX,1,ok,1.850177
Low-Detail_2_L__pptx_medium__lsb1.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P04.pptx,PPTX,medium,1,PPTX,PPTX,1,ok,1.688572
Low-Detail_2_L__pptx_medium__lsb2.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P04.pptx,PPTX,medium,2,PPTX,PPTX,1,ok,1.695443
Low-Detail_2_L__pptx_medium__lsb3.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P04.pptx,PPTX,medium,3,PPTX,PPTX,1,ok,1.747464
Low-Detail_2_L__pptx_small__lsb1.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P04.pptx,PPTX,small,1,PPTX,PPTX,1,ok,1.808888
Low-Detail_2_L__pptx_small__lsb2.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P04.pptx,PPTX,small,2,PPTX,PPTX,1,ok,2.091546
Low-Detail_2_L__pptx_small__lsb3.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P04.pptx,PPTX,small,3,PPTX,PPTX,1,ok,1.840566
Low-Detail_2_L__rtf_large__lsb2.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P05.rtf,RTF,large,2,RTF,RTF,1,ok,1.690702
Low-Detail_2_L__rtf_large__lsb3.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P05.rtf,RTF,large,3,RTF,RTF,1,ok,1.560321
Low-Detail_2_L__rtf_medium__lsb1.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P05.rtf,RTF,medium,1,RTF,RTF,1,ok,1.410079
Low-Detail_2_L__rtf_medium__lsb2.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P05.rtf,RTF,medium,2,RTF,RTF,1,ok,1.572108
Low-Detail_2_L__rtf_medium__lsb3.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P05.rtf,RTF,medium,3,RTF,RTF,1,ok,1.645939
Low-Detail_2_L__rtf_small__lsb1.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P05.rtf,RTF,small,1,RTF,RTF,1,ok,1.558741
Low-Detail_2_L__rtf_small__lsb2.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P05.rtf,RTF,small,2,RTF,RTF,1,ok,1.694732
Low-Detail_2_L__rtf_small__lsb3.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P05.rtf,RTF,small,3,RTF,RTF,1,ok,1.810113
Low-Detail_2_L__xlsx_large__lsb2.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P03.xlsx,XLSX,large,2,XLSX,XLSX,1,ok,1.592772
Low-Detail_2_L__xlsx_large__lsb3.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P03.xlsx,XLSX,large,3,XLSX,XLSX,1,ok,1.574024
Low-Detail_2_L__xlsx_medium__lsb1.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P03.xlsx,XLSX,medium,1,XLSX,XLSX,1,ok,1.486163
Low-Detail_2_L__xlsx_medium__lsb2.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P03.xlsx,XLSX,medium,2,XLSX,XLSX,1,ok,1.654390
Low-Detail_2_L__xlsx_medium__lsb3.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P03.xlsx,XLSX,medium,3,XLSX,XLSX,1,ok,1.628036
Low-Detail_2_L__xlsx_small__lsb1.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P03.xlsx,XLSX,small,1,XLSX,XLSX,1,ok,1.552232
Low-Detail_2_L__xlsx_small__lsb2.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P03.xlsx,XLSX,small,2,XLSX,XLSX,1,ok,1.420826
Low-Detail_2_L__xlsx_small__lsb3.bmp,core,Low-Detail_2_L.bmp,Low-Detail,L,bmp,P03.xlsx,XLSX,small,3,XLSX,XLSX,1,ok,1.558097
Mixed-Content_1_S__docx_small__lsb1.bmp,core,Mixed-Content_1_S.bmp,Mixed-Content,S,bmp,P01.docx,DOCX,small,1,DOCX,DOCX,1,ok,0.251902
Mixed-Content_1_S__docx_small__lsb2.bmp,core,Mixed-Content_1_S.bmp,Mixed-Content,S,bmp,P01.docx,DOCX,small,2,DOCX,DOCX,1,ok,0.221632
Mixed-Content_1_S__docx_small__lsb3.bmp,core,Mixed-Content_1_S.bmp,Mixed-Content,S,bmp,P01.docx,DOCX,small,3,DOCX,DOCX,1,ok,0.196354
Mixed-Content_1_S__exe_small__lsb1.bmp,core,Mixed-Content_1_S.bmp,Mixed-Content,S,bmp,P06.exe,EXE,small,1,EXE,EXE,1,ok,0.214399
Mixed-Content_1_S__exe_small__lsb2.bmp,core,Mixed-Content_1_S.bmp,Mixed-Content,S,bmp,P06.exe,EXE,small,2,EXE,EXE,1,ok,0.219601
Mixed-Content_1_S__exe_small__lsb3.bmp,core,Mixed-Content_1_S.bmp,Mixed-Content,S,bmp,P06.exe,EXE,small,3,EXE,EXE,1,ok,0.214087
Mixed-Content_1_S__pdf_small__lsb1.bmp,core,Mixed-Content_1_S.bmp,Mixed-Content,S,bmp,P02.pdf,PDF,small,1,PDF,PDF,1,ok,0.217927
Mixed-Content_1_S__pdf_small__lsb2.bmp,core,Mixed-Content_1_S.bmp,Mixed-Content,S,bmp,P02.pdf,PDF,small,2,PDF,PDF,1,ok,0.208449
Mixed-Content_1_S__pdf_small__lsb3.bmp,core,Mixed-Content_1_S.bmp,Mixed-Content,S,bmp,P02.pdf,PDF,small,3,PDF,PDF,1,ok,0.190505
Mixed-Content_1_S__pptx_small__lsb1.bmp,core,Mixed-Content_1_S.bmp,Mixed-Content,S,bmp,P04.pptx,PPTX,small,1,PPTX,PPTX,1,ok,0.228788
Mixed-Content_1_S__pptx_small__lsb2.bmp,core,Mixed-Content_1_S.bmp,Mixed-Content,S,bmp,P04.pptx,PPTX,small,2,PPTX,PPTX,1,ok,0.249553
Mixed-Content_1_S__pptx_small__lsb3.bmp,core,Mixed-Content_1_S.bmp,Mixed-Content,S,bmp,P04.pptx,PPTX,small,3,PPTX,PPTX,1,ok,0.263102
Mixed-Content_1_S__rtf_small__lsb1.bmp,core,Mixed-Content_1_S.bmp,Mixed-Content,S,bmp,P05.rtf,RTF,small,1,RTF,RTF,1,ok,0.244204
Mixed-Content_1_S__rtf_small__lsb2.bmp,core,Mixed-Content_1_S.bmp,Mixed-Content,S,bmp,P05.rtf,RTF,small,2,RTF,RTF,1,ok,0.250641
Mixed-Content_1_S__rtf_small__lsb3.bmp,core,Mixed-Content_1_S.bmp,Mixed-Content,S,bmp,P05.rtf,RTF,small,3,RTF,RTF,1,ok,0.236299
Mixed-Content_1_S__xlsx_small__lsb1.bmp,core,Mixed-Content_1_S.bmp,Mixed-Content,S,bmp,P03.xlsx,XLSX,small,1,XLSX,XLSX,1,ok,0.219932
Mixed-Content_1_S__xlsx_small__lsb2.bmp,core,Mixed-Content_1_S.bmp,Mixed-Content,S,bmp,P03.xlsx,XLSX,small,2,XLSX,XLSX,1,ok,0.225473
Mixed-Content_1_S__xlsx_small__lsb3.bmp,core,Mixed-Content_1_S.bmp,Mixed-Content,S,bmp,P03.xlsx,XLSX,small,3,XLSX,XLSX,1,ok,0.219666
Mixed-Content_2_L__docx_large__lsb2.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P01.docx,DOCX,large,2,DOCX,DOCX,1,ok,1.614111
Mixed-Content_2_L__docx_large__lsb3.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P01.docx,DOCX,large,3,DOCX,DOCX,1,ok,1.526721
Mixed-Content_2_L__docx_medium__lsb1.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P01.docx,DOCX,medium,1,DOCX,DOCX,1,ok,1.636957
Mixed-Content_2_L__docx_medium__lsb2.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P01.docx,DOCX,medium,2,DOCX,DOCX,1,ok,1.582803
Mixed-Content_2_L__docx_medium__lsb3.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P01.docx,DOCX,medium,3,DOCX,DOCX,1,ok,1.646171
Mixed-Content_2_L__docx_small__lsb1.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P01.docx,DOCX,small,1,DOCX,DOCX,1,ok,1.692183
Mixed-Content_2_L__docx_small__lsb2.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P01.docx,DOCX,small,2,DOCX,DOCX,1,ok,1.785116
Mixed-Content_2_L__docx_small__lsb3.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P01.docx,DOCX,small,3,DOCX,DOCX,1,ok,1.655329
Mixed-Content_2_L__exe_large__lsb2.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P06.exe,EXE,large,2,EXE,EXE,1,ok,1.647400
Mixed-Content_2_L__exe_large__lsb3.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P06.exe,EXE,large,3,EXE,EXE,1,ok,1.962111
Mixed-Content_2_L__exe_medium__lsb1.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P06.exe,EXE,medium,1,EXE,EXE,1,ok,1.661164
Mixed-Content_2_L__exe_medium__lsb2.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P06.exe,EXE,medium,2,EXE,EXE,1,ok,1.736691
Mixed-Content_2_L__exe_medium__lsb3.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P06.exe,EXE,medium,3,EXE,EXE,1,ok,1.803531
Mixed-Content_2_L__exe_small__lsb1.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P06.exe,EXE,small,1,EXE,EXE,1,ok,1.790939
Mixed-Content_2_L__exe_small__lsb2.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P06.exe,EXE,small,2,EXE,EXE,1,ok,1.768990
Mixed-Content_2_L__exe_small__lsb3.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P06.exe,EXE,small,3,EXE,EXE,1,ok,2.002740
Mixed-Content_2_L__pdf_large__lsb2.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P02.pdf,PDF,large,2,PDF,PDF,1,ok,2.096602
Mixed-Content_2_L__pdf_large__lsb3.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P02.pdf,PDF,large,3,PDF,PDF,1,ok,1.790262
Mixed-Content_2_L__pdf_medium__lsb1.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P02.pdf,PDF,medium,1,PDF,PDF,1,ok,1.596514
Mixed-Content_2_L__pdf_medium__lsb2.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P02.pdf,PDF,medium,2,PDF,PDF,1,ok,1.669565
Mixed-Content_2_L__pdf_medium__lsb3.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P02.pdf,PDF,medium,3,PDF,PDF,1,ok,1.666041
Mixed-Content_2_L__pdf_small__lsb1.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P02.pdf,PDF,small,1,PDF,PDF,1,ok,1.721044
Mixed-Content_2_L__pdf_small__lsb2.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P02.pdf,PDF,small,2,PDF,PDF,1,ok,1.609817
Mixed-Content_2_L__pdf_small__lsb3.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P02.pdf,PDF,small,3,PDF,PDF,1,ok,1.847070
Mixed-Content_2_L__pptx_large__lsb2.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P04.pptx,PPTX,large,2,PPTX,PPTX,1,ok,1.674388
Mixed-Content_2_L__pptx_large__lsb3.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P04.pptx,PPTX,large,3,PPTX,PPTX,1,ok,1.665967
Mixed-Content_2_L__pptx_medium__lsb1.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P04.pptx,PPTX,medium,1,PPTX,PPTX,1,ok,1.581963
Mixed-Content_2_L__pptx_medium__lsb2.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P04.pptx,PPTX,medium,2,PPTX,PPTX,1,ok,1.427997
Mixed-Content_2_L__pptx_medium__lsb3.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P04.pptx,PPTX,medium,3,PPTX,PPTX,1,ok,1.580703
Mixed-Content_2_L__pptx_small__lsb1.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P04.pptx,PPTX,small,1,PPTX,PPTX,1,ok,1.515299
Mixed-Content_2_L__pptx_small__lsb2.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P04.pptx,PPTX,small,2,PPTX,PPTX,1,ok,1.670883
Mixed-Content_2_L__pptx_small__lsb3.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P04.pptx,PPTX,small,3,PPTX,PPTX,1,ok,1.736958
Mixed-Content_2_L__rtf_large__lsb2.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P05.rtf,RTF,large,2,RTF,RTF,1,ok,1.543358
Mixed-Content_2_L__rtf_large__lsb3.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P05.rtf,RTF,large,3,RTF,RTF,1,ok,1.513246
Mixed-Content_2_L__rtf_medium__lsb1.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P05.rtf,RTF,medium,1,RTF,RTF,1,ok,1.382321
Mixed-Content_2_L__rtf_medium__lsb2.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P05.rtf,RTF,medium,2,RTF,RTF,1,ok,1.710512
Mixed-Content_2_L__rtf_medium__lsb3.bmp,core,Mixed-Content_2_L.bmp,Mixed-Content,L,bmp,P05.rtf,RTF,medium,3,RTF,RTF,1,ok,1.496511
